question,optionA,optionB,optionC,optionD,answer,category
ඉන්දු නිම්න ශිෂ්ටාචාරයේ ප්‍රධාන නගර දෙක?,හරප්පා හා මොහෙන්ජොදාරෝ,මෙසපොතේමියාව හා ඊජිප්තුව,බැබිලෝනියාව හා අසිරියාව,චීනය හා ඉන්දියාව,A,සාමාන්‍ය දැනුම
ඊජිප්තු ශිෂ්ටාචාරය බිහිවූ ගඟ?,නයිල්,යුප්‍රටීස්,ඉන්දු,ගංගා,A,සාමාන්‍ය දැනුම
චීන මහා ප්‍රාකාරය ඉදි කිරීම ආරම්භ කළ පාලකයා?,චින් ෂි හුවාන්,මාවෝ සේතුං,කුබ්ලායි කාන්,ෂු යුආන්ෂාන්,A,සාමාන්‍ය දැනුම
ගෞතම බුදුරජාණන් වහන්සේ උපන් දේශය?,දඹදිව,ලංකාව,චීනය,පර්සියාව,A,සාමාන්‍ය දැනුම
මෞර්ය අධිරාජ්‍යයේ විශිෂ්ටතම පාලකයා?,අශෝක,චන්ද්‍රගුප්ත,බිම්බිසාර,කණිෂ්ක,A,සාමාන්‍ය දැනුම
අශෝක රජතුමා බුදු දහම වැළඳ ගැනීමට හේතු වූ හිමියන්?,නිග්‍රෝධ සාමණේර,මිහිඳු හිමි,සංඝමිත්තා මෙහෙණින්,උපාලි හිමි,A,සාමාන්‍ය දැනුම
ටාජ් මහල් නිර්මාණය කළ ප්‍රධාන වාස්තු විද්‍යාඥයා?,උස්තාද් අහමඩ් ලහූරි,ෂාජහාන්,අක්බර්,සීබා,A,සාමාන්‍ය දැනුම
පළමු ලෝක යුද්ධයට හේතු වූ සිදුවීම?,ඔස්ට්‍රියාවේ කුමරු ඝාතනය,ප්‍රංශ විප්ලවය,ජර්මනියේ නැගීම,ආර්ථික අර්බුදය,A,සාමාන්‍ය දැනුම
හිට්ලර්ගේ දේශපාලන පක්ෂය?,නාසි පක්ෂය,කොමියුනිස්ට් පක්ෂය,කම්කරු පක්ෂය,ලිබරල් පක්ෂය,A,සාමාන්‍ය දැනුම
එක්සත් ජාතීන්ගේ සංවිධානය පිහිටුවීමට හේතු වූ යුද්ධය?,දෙවන ලෝක යුද්ධය,පළමු ලෝක යුද්ධය,රුසියානු විප්ලවය,ප්‍රංශ විප්ලවය,A,සාමාන්‍ය දැනුම
මහත්මා ගාන්ධිගේ අවිහිංසාවාදී ව්‍යාපාරය?,සත්‍යග්‍රහ,සත්‍ය පරියේෂණ,අහිංසා,ස්වරාජ්‍ය,A,සාමාන්‍ය දැනුම
නෙල්සන් මැන්ඩෙලා සිරගතව සිටි දූපත?,රොබන් අයිලන්ඩ්,ඇල්කැට්‍රාස්,ශාන්ත හෙලේනා,ලංකාව,A,සාමාන්‍ය දැනුම
සිංගප්පූරුව නිදහස් වූයේ කුමන රටින් වෙන්වීමෙන්ද?,මැලේසියාව,චීනය,ඉන්දියාව,එංගලන්තය,A,සාමාන්‍ය දැනුම
සෝවියට් දේශය බිඳ වැටුණේ කුමන වර්ෂයේද?,1991,1989,1995,1985,A,සාමාන්‍ය දැනුම
ශ්‍රී ලංකාවේ සිවිල් යුද්ධය අවසන් වූ දිනය?,2009 මැයි 18,2009 ජනවාරි 01,2005 මැයි 18,2010 දෙසැම්බර් 26,A,සාමාන්‍ය දැනුම
සුනාමි ව්‍යසනය සිදුවූ දිනය?,2004 දෙසැම්බර් 26,2005 දෙසැම්බර් 26,2004 ජනවාරි 01,2006 දෙසැම්බර් 26,A,සාමාන්‍ය දැනුම
මහපොළ ශිෂ්‍යත්ව අරමුදල ආරම්භ කළේ කවුද?,ලලිත් ඇතුලත්මුදලි,ආර්. ප්‍රේමදාස,ජේ.ආර්. ජයවර්ධන,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,A,සාමාන්‍ය දැනුම
උදාගම් සංකල්පය ආරම්භ කළේ කවුද?,ආර්. ප්‍රේමදාස,ජේ.ආර්. ජයවර්ධන,ඩී.එස්. සේනානායක,ලලිත් ඇතුලත්මුදලි,A,සාමාන්‍ය දැනුම
මහවැලි සංවර්ධන ව්‍යාපාරයේ නිර්මාතෘ?,ජේ.ආර්. ජයවර්ධන,ආර්. ප්‍රේමදාස,ඩී.එස්. සේනානායක,ගාමිණී දිසානායක,A,සාමාන්‍ය දැනුම
ජාතික ධජය නිර්මාණය කළ කමිටුවේ සභාපති?,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,ඩී.එස්. සේනානායක,ජේ.ආර්. ජයවර්ධන,ආර්. ප්‍රේමදාස,A,සාමාන්‍ය දැනුම
ලංකාවේ පළමු විධායක ජනාධිපති?,ජේ.ආර්. ජයවර්ධන,ආර්. ප්‍රේමදාස,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,ඩී.එස්. සේනානායක,A,සාමාන්‍ය දැනුම
ප්‍රථම කාන්තා අග්‍රාමාත්‍යවරිය?,සිරිමාවෝ බණ්ඩාරනායක,චන්ද්‍රිකා කුමාරතුංග,විජේලතා,කුමාරි ජයවර්ධන,A,සාමාන්‍ය දැනුම
සිරිමාවෝ බණ්ඩාරනායක අගමැති වූ වර්ෂය?,1960,1956,1964,1970,A,සාමාන්‍ය දැනුම
1978 ව්‍යවස්ථාවට අනුව රටේ නාමය?,ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය,ශ්‍රී ලංකා ජනරජය,ලංකාව,ශ්‍රී ලංකා රාජ්‍යය,A,සාමාන්‍ය දැනුම
13 වන ව්‍යවස්ථාව මගින් පිහිටුවූ ක්‍රමය?,පළාත් සභා,දිස්ත්‍රික් සභා,ග්‍රාමීය සභා,නගර සභා,A,සාමාන්‍ය දැනුම
සිංහල භාෂාව රාජ්‍ය භාෂාව කළ පනත?,1956 අංක 33,1948 අංක 1,1972 අංක 1,1978 අංක 1,A,සාමාන්‍ය දැනුම
ලංකා පොලිසිය ආරම්භ කළේ කවුරුන් විසින්ද?,බ්‍රිතාන්‍යයන්,ලන්දේසීන්,පෘතුගීසීන්,සිංහල රජවරුන්,A,සාමාන්‍ය දැනුම
ප්‍රථම දුම්රිය ගමන සිදුවූ වර්ෂය?,1864,1850,1880,1900,A,සාමාන්‍ය දැනුම
ප්‍රථම දුම්රිය ගමන සිදුවූ ස්ථාන?,කොළඹ හා අඹේපුස්ස,කොළඹ හා මහනුවර,කොළඹ හා ගාල්ල,කොළඹ හා මාතර,A,සාමාන්‍ය දැනුම
ලංකාවේ තේ වගාව ආරම්භ කළේ කවුද?,ජේම්ස් ටේලර්,රොබට් බ්‍රවුන්,ජෝන් ද සිල්වා,තෝමස් ලිප්ටන්,A,සාමාන්‍ය දැනුම
රබර් වගාව මුලින්ම ආරම්භ කළ උද්‍යානය?,හෙනරත්ගොඩ,පේරාදෙණිය,හක්ගල,මිහින්තලේ,A,සාමාන්‍ය දැනුම
අනගාරික ධර්මපාලතුමාගේ ගිහි නම?,දොන් ඩේවිඩ් හේවාවිතාරණ,ඩේවිඩ් පීරිස්,ප්‍රේමදාස හේවාවිතාරණ,ආනන්ද මෛත්‍රෙය,A,සාමාන්‍ය දැනුම
පරම විඥානාර්ථ බෞද්ධ සමාගම පිහිටුවීමට මුල් වූ විදේශිකයා?,හෙන්රි ස්ටීල් ඕල්කට්,කර්නල් හෙන්රි,සී.ඩබ්ලිව්. ලෙඩ්බීටර්,මැඩම් බ්ලැවට්ස්කි,A,සාමාන්‍ය දැනුම
බෞද්ධ කොඩිය නිර්මාණය කළ වර්ෂය?,1885,1900,1910,1890,A,සාමාන්‍ය දැනුම
අමද්‍යප ව්‍යාපාරය ආරම්භ වූ ශතවර්ෂය?,20 වැනි ශතවර්ෂය,19 වැනි ශතවර්ෂය,18 වැනි ශතවර්ෂය,21 වැනි ශතවර්ෂය,A,සාමාන්‍ය දැනුම
පානදුරා වාදය මෙහෙයවූ හිමිනම?,මිගෙට්ටුවත්තේ ගුණානන්ද හිමි,හික්කඩුවේ සුමංගල හිමි,රත්මලානේ ධර්මාරාම හිමි,මලිගාකන්දේ හිමි,A,සාමාන්‍ය දැනුම
ඇලහැර ඇළ නිර්මාණය කළ රජු?,වසභ,ධාතුසේන,පරාක්‍රමබාහු,විජයබාහු,A,සාමාන්‍ය දැනුම
යෝධ ඇළ නිර්මාණය කළ රජු?,ධාතුසේන,වසභ,පරාක්‍රමබාහු,විජයබාහු,A,සාමාන්‍ය දැනුම
සීගිරි බිතු සිතුවම් සොයාගත් බ්‍රිතාන්‍ය ජාතිකයා?,ජොනතන් ෆෝබ්ස්,එච්.සී.පී. බෙල්,රොබට් නොක්ස්,ජෝන් ස්ටීල්,A,සාමාන්‍ය දැනුම
පුරාවිද්‍යා දෙපාර්තමේන්තුවේ පළමු කොමසාරිස්?,එච්.සී.පී. බෙල්,ජෝන් ස්ටීල්,ජොනතන් ෆෝබ්ස්,රොබට් නොක්ස්,A,සාමාන්‍ය දැනුම
මහාවංශය සිංහලට පරිවර්තනය කළේ?,හික්කඩුවේ සුමංගල හා බටුවන්තුඩාවේ දේවරක්ඛිත,කැලිවිට සරණංකර,ශ්‍රී රාහුල,වෙත්තෑවේ,A,සාමාන්‍ය දැනුම
යාපනය රාජධානියේ අවසාන පාලකයා?,දෙවන සංකිලි,පළමුවන සංකිලි,ආර්යචක්‍රවර්තී,පරාක්‍රමබාහු,A,සාමාන්‍ය දැනුම
දළදා මාලිගාව විනාශ කළේ කුමන නගරයේදීද?,සීතාවක,මහනුවර,පොළොන්නරුව,අනුරාධපුරය,A,සාමාන්‍ය දැනුම
කුරක්කන් සාටකය පැළඳි දේශපාලනඥයා?,ඩී.ඒ. රාජපක්ෂ,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,ආර්. ප්‍රේමදාස,ඩී.එස්. සේනානායක,A,සාමාන්‍ය දැනුම
කළු ජූලිය ඇති වූ වර්ෂය?,1983,1977,1987,1990,A,සාමාන්‍ය දැනුම
මුදල් නෝට්ටු වල අත්සන් කරන්නේ?,මහ බැංකු අධිපති හා මුදල් ඇමති,ජනාධිපති හා අගමැති,කතානායක හා මුදල් ඇමති,ජනාධිපති හා මුදල් ඇමති,A,සාමාන්‍ය දැනුම
සාර්ක් (SAARC) සංවිධානය පිහිටුවූ වර්ෂය?,1985,1980,1990,1995,A,සාමාන්‍ය දැනුම
ශ්‍රී ලංකාව එක්සත් ජාතීන්ගේ සාමාජිකත්වය ලැබූ වර්ෂය?,1955,1948,1960,1972,A,සාමාන්‍ය දැනුම
නොබැඳි ජාතීන්ගේ සමුළුව ලංකාවේ පැවැත්වූ වර්ෂය?,1976,1970,1980,1965,A,සාමාන්‍ය දැනුම
චීන-ශ්‍රී ලංකා රබර්-සහල් ගිවිසුම අත්සන් කළ වර්ෂය?,1952,1948,1956,1960,A,සාමාන්‍ය දැනුම
ලංකාවට 'ප්‍රස්තුත වරම්' (London Matriculation) හඳුන්වා දුන් විභාගය?,ලන්ඩන් මැට්‍රිකියුලේෂන්,කේම්බ්‍රිජ්,ජී.සී.ඊ,ඕ.එල්,A,සාමාන්‍ය දැනුම
කොළඹ විශ්වවිද්‍යාලය ආරම්භ වීමට පෙර නම?,ලංකා විශ්වවිද්‍යාලය,කොළඹ විද්‍යාලය,රාජකීය විද්‍යාලය,පිරිවෙන් විද්‍යාලය,A,සාමාන්‍ය දැනුම
පේරාදෙණිය විශ්වවිද්‍යාලය ආරම්භ වූ වර්ෂය?,1942,1952,1948,1950,A,සාමාන්‍ය දැනුම
ශ්‍රී ලංකා නිදහස් පක්ෂය පිහිටුවූයේ?,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,ඩී.එස්. සේනානායක,ජේ.ආර්. ජයවර්ධන,ආර්. ප්‍රේමදාස,A,සාමාන්‍ය දැනුම
එක්සත් ජාතික පක්ෂය පිහිටුවූයේ?,ඩී.එස්. සේනානායක,එස්.ඩබ්ලිව්.ආර්.ඩී. බණ්ඩාරනායක,ජේ.ආර්. ජයවර්ධන,ආර්. ප්‍රේමදාස,A,සාමාන්‍ය දැනුම
ජනතා විමුක්ති පෙරමුණ පිහිටුවූයේ?,රෝහණ විජේවීර,ප්‍රේමදාස,විජය කුමාරතුංග,මහින්ද රාජපක්ෂ,A,සාමාන්‍ය දැනුම
ද්‍රවිඩ එක්සත් විමුක්ති පෙරමුණේ නායකයා?,එස්.ජේ.වී. චෙල්වනායගම්,අමිර්තලිංගම්,ප්‍රභාකරන්,වීරසිංහම්,A,සාමාන්‍ය දැනුම
ලලිත් ඇතුලත්මුදලි මහතා හඳුන්වා දුන් ශිෂ්‍යත්ව ක්‍රමය?,මහපොළ ශිෂ්‍යත්වය,රජයේ ශිෂ්‍යත්වය,විශ්වවිද්‍යාල ශිෂ්‍යත්වය,විදේශ ශිෂ්‍යත්වය,A,සාමාන්‍ය දැනුම
ගම් උදාව යටතේ ඉදිවූ ආදර්ශ ගම්මාන සංකල්පය?,ආර්. ප්‍රේමදාස,ජේ.ආර්. ජයවර්ධන,ඩී.එස්. සේනානායක,ලලිත් ඇතුලත්මුදලි,A,සාමාන්‍ය දැනුම
කොළඹ ක්‍රමය ආරම්භ වූ වර්ෂය?,1950,1948,1955,1960,A,සාමාන්‍ය දැනුම
ශ්‍රී ලංකාවේ පළමු ජන සංගණනය පැවැත්වූ වර්ෂය?,1871,1850,1900,1920,A,සාමාන්‍ය දැනුම
සිංහල ශබ්දකෝෂය සම්පාදනය කළ පිරිවෙන?,විද්‍යාලංකාර පිරිවෙන,විද්‍යෝදය පිරිවෙන,පිරිවෙන් විහාරය,මල්වතු මහා විහාරය,A,සාමාන්‍ය දැනුම
2024 වන විට ආණ්ඩුක්‍රම ව්‍යවස්ථාව සංශෝධනය වූ වතාවක්?,21,19,20,22,A,සාමාන්‍ය දැනුම
