question,optionA,optionB,optionC,optionD,answer,category
" 'කුමාරතුංග මුනිදාස' මහතා ප්‍රසිද්ධ වන්වන්නේ කුමක් සඳහාද?",හෙළ හවුල පිහිටුවීම,නවකතා රචනය,චිත්‍ර කලාව,සිනමා අධ්‍යක්ෂණය,A,සාමාන්‍ය දැනුම
"ලෝකයේ වැඩිම අලෙවියක් ඇති ග්‍රන්ථය කුමක්ද? (ආගමික ග්‍රන්ථ හැර)",දොන් ක්වික්සෝට්,හැරී පොටර්,ෂර්ලොක් හෝම්ස්,රෝමියෝ සහ ජුලියට්,A,සාමාන්‍ය දැනුම
"ග්‍රීක පුරාවෘත්තවල එන දෙවිවරුන්ගේ රජු කවුද?",සෙවුස්,පොසයිඩන්,හේඩීස්,ඇපලෝ,A,සාමාන්‍ය දැනුම
" 'ටයිටැනික්' (Titanic) චිත්‍රපටයේ අධ්‍යක්ෂකවරයා කවුද?",ජේම්ස් කැමරන්,ස්ටීවන් ස්පිල්බර්ග්,ක්‍රිස්ටෝපර් නෝලන්,මාටින් ස්කෝසීස්,A,සාමාන්‍ය දැනුම
"ඔස්කාර් (Oscar) සම්මානය පිරිනමන්නේ කුමන ක්ෂේත්‍රය සඳහාද?",සිනමාව,සංගීතය,සාහිත්‍යය,විද්‍යාව,A,සාමාන්‍ය දැනුම
"ග්‍රැමී (Grammy) සම්මානය පිරිනමන්නේ කුමන ක්ෂේත්‍රය සඳහාද?",සංගීතය,සිනමාව,සාහිත්‍යය,ක්‍රීඩාව,A,සාමාන්‍ය දැනුම
" 'මහාවංශය' රචනා කළේ කවුද?",මහානාම හිමි,දම්කිත් හිමි,බුද්ධරක්ඛිත හිමි,මිගෙට්ටුවත්තේ ගුණානන්ද හිමි,A,සාමාන්‍ය දැනුම
" 'සැළලිහිණි සංදේශය' රචනා කළේ කවුද?",තොටගමුවේ ශ්‍රී රාහුල හිමි,වෙත්තෑවේ හිමි,ශ්‍රී පරාක්‍රමබාහු,පී.බී. අල්විස් පෙරේරා,A,සාමාන්‍ය දැනුම
"එස්. මහින්ද හිමියන් ප්‍රසිද්ධ වන්නේ කුමන වර්ගයේ කවි සඳහාද?",දේශාභිමානී කවි,ජන කවි,පැල් කවි,පාරු කවි,A,සාමාන්‍ය දැනුම
" 'බකමූණා වීදිය සරයි' නාට්‍යයේ නිර්මාතෘ කවුද?",ධම්ම ජාගොඩ,එදිරිවීර සරච්චන්ද්‍ර,සුගතපාල ද සිල්වා,හෙන්රි ජයසේන,A,සාමාන්‍ය දැනුම
"ලෝක ප්‍රකට 'පැබ්ලෝ පිකාසෝ' යනු කවුද?",චිත්‍ර ශිල්පියෙක්,සංගීතඥයෙක්,කවියෙක්,නාට්‍යකරුවෙක්,A,සාමාන්‍ය දැනුම
" 'අලිමංකඩ' නවකතාව ඇසුරින් තැනූ චිත්‍රපටය කුමක්ද?",අලිමංකඩ,රේඛාව,මනමේ,සන්දේශය,A,සාමාන්‍ය දැනුම
" 'විරාගය' නවකතාවේ ප්‍රධාන චරිතය කුමක්ද?",අරවින්ද,ජිනදාස,කේසර,සෝමපාල,A,සාමාන්‍ය දැනුම
" 'ඇම්බැක්කේ දේවාලය' ප්‍රසිද්ධ වී ඇත්තේ කුමන කලා නිර්මාණ සඳහාද?",දැව කැටයම්,ගල් කැටයම්,චිත්‍ර කලාව,පිළිම කලාව,A,සාමාන්‍ය දැනුම
"අවුකන බුද්ධ ප්‍රතිමාව නෙළා ඇත්තේ කුමන ඉරියව්වෙන්ද?",ආශීර්වාද මුද්‍රාව,ධර්මචක්‍ර මුද්‍රාව,සමාධි මුද්‍රාව,වීරාසන මුද්‍රාව,A,සාමාන්‍ය දැනුම
" 'සුනිල වැව' පුරාවෘත්තය ආශ්‍රිත ගීතයක් ගායනා කළ ප්‍රවීණ ගායකයා කවුද?",ටී. එම්. ජයරත්න,ඩබ්ලිව්.ඩී. අමරදේව,එච්.ආර්. ජෝතිපාල,වික්ටර් රත්නායක,A,සාමාන්‍ය දැනුම
"පණ්ඩිත ඩබ්ලිව්.ඩී. අමරදේව ශූරීන් ප්‍රසිද්ධ කුමන ක්ෂේත්‍රයටද?",සංගීතය සහ ගායනය,සිනමාව,නාට්‍ය කලාව,සාහිත්‍යය,A,සාමාන්‍ය දැනුම
"නයිල් නදිය ආශ්‍රිතව බිහිවූ ශිෂ්ටාචාරය කුමක්ද?",ඊජිප්තු,මෙපොතේමියානු,ඉන්දු නිම්න,චීන,A,සාමාන්‍ය දැනුම
" 'ගීතාංජලී' කාව්‍ය සංග්‍රහය රචනා කළේ කවුද?",රබීන්ද්‍රනාත් තාගෝර්,මහත්මා ගාන්ධි,කාලිදාස,මුන්ෂි ප්‍රේම්චන්ද්,A,සාමාන්‍ය දැනුම
"නොබෙල් සාහිත්‍ය තෑගි දිනාගත් පළමු ආසියාතිකයා කවුද?",රබීන්ද්‍රනාත් තාගෝර්,මහත්මා ගාන්ධි,මුන්ෂි ප්‍රේම්චන්ද්,අමර්ත්‍ය සෙන්,A,සාමාන්‍ය දැනුම
" 'වැරන් වැවියා' කවිය රචනා කළේ කවුද?",මහගම සේකර,මහින්ද හිමි,කුමාරතුංග මුනිදාස,මාර්ටින් වික්‍රමසංහ,A,සාමාන්‍ය දැනුම
"18 වන සියවසේ ශ්‍රී ලංකාවේ ඇතිවූ සාහිත්‍ය පුනරුදයේ මූලිකයා කවුද?",වැලිවිට සරණංකර හිමියන්,මහානාම හිමි,තොටගමුවේ රාහුල හිමි,වැලිවිට පියරතන හිමි,A,සාමාන්‍ය දැනුම
" 'ඩොක්ටර් ඩොලිට්ල්' (Doctor Dolittle) කතා මාලාවේ විශේෂත්වය කුමක්ද?",සතුන් සමග කතා කිරීම,මැජික් කිරීම,අතීතයට යාම,කාලය හරහා ගමන් කිරීම,A,සාමාන්‍ය දැනුම
"වෝල්ට් ඩිස්නි (Walt Disney) යනු කවුද?",කාටූන් නිර්මාතෘ,චිත්‍ර ශිල්පී,සංගීතඥ,නාට්‍යකරු,A,සාමාන්‍ය දැනුම
" 'මිස්ටර් බීන්' (Mr. Bean) චරිතයට පණ පොවන නළුවා කවුද?",රෝවන් ඇට්කින්සන්,චාර්ලි චැප්ලින්,ජිම් කැරී,බස්ටර් කීටන්,A,සාමාන්‍ය දැනුම
"චාල්ස් ඩිකන්ස් (Charles Dickens) යනු කවුද?",ඉංග්‍රීසි නවකතාකරු,චිත්‍ර ශිල්පී,නාට්‍යකරු,කවියෙක්,A,සාමාන්‍ය දැනුම
" 'ඔලිවර් ට්විස්ට්' (Oliver Twist) කතාවේ කතුවරයා කවුද?",චාල්ස් ඩිකන්ස්,මාර්ක් ට්වේන්,ජේ.කේ. රෝලින්,ආතර් කොනන් දොයිල්,A,සාමාන්‍ය දැනුම
"ජපානයේ ප්‍රසිද්ධම කාව්‍ය විලාසය කුමක්ද?",හයිකු,වකා,රෙන්ගා,තාන්කා,A,සාමාන්‍ය දැනුම
"උඩරට නැටුම් කලාවේ ප්‍රධාන වාද්‍ය භාණ්ඩය කුමක්ද?",ගැට බෙරය,යක් බෙරය,දවුල,තම්මැට්ටම,A,සාමාන්‍ය දැනුම
"පහතරට නැටුම් කලාවේ ප්‍රධාන වාද්‍ය භාණ්ඩය කුමක්ද?",යක් බෙරය,ගැට බෙරය,දවුල,තම්මැට්ටම,A,සාමාන්‍ය දැනුම
"සබරගමු නැටුම් කලාවේ ප්‍රධාන වාද්‍ය භාණ්ඩය කුමක්ද?",දවුල,ගැට බෙරය,යක් බෙරය,තම්මැට්ටම,A,සාමාන්‍ය දැනුම
"නූර්ති ගීත කලාවේ පියා ලෙස සැලකෙන්නේ කවුද?",නීතිඥ සී. දොන් බස්තියන්,ජෝන් ද සිල්වා,පී.බී. අල්විස් පෙරේරා,ආනන්ද සමරකෝන්,A,සාමාන්‍ය දැනුම
"සීගිරි ගී ලියා ඇත්තේ කවුරුන් විසින්ද?",සීගිරිය නැරඹීමට පැමිණි අය,මහානාම හිමි,රජවරුන්,ප්‍රභූවරුන්,A,සාමාන්‍ය දැනුම
" 'ලෝකයේ අටවන පුදුමය' ලෙස හඳුන්වන ලංකාවේ ස්ථානය කුමක්ද?",සීගිරිය,අනුරාධපුරය,පොළොන්නරුව,සීගිරිය,A,සාමාන්‍ය දැනුම
"දළදා මාලිගාවේ පත්තිරිප්පුව නිර්මාණය කළ ශිල්පියා කවුද?",දේවේන්ද්‍ර මූලාචාරි,විශ්වකර්ම,පරාක්‍රමබාහු රජු,කීර්ති ශ්‍රී රාජසිංහ රජු,A,සාමාන්‍ය දැනුම
"ෂාජහාන් රජු ටාජ් මහල් ඉදි කළේ කා වෙනුවෙන්ද?",මුම්ටාස් මහල්,නූර්ජහාන්,මරියම් උස් සමානි,හිරා බායි,A,සාමාන්‍ය දැනුම
"නිදහස් චතුරස්‍රය ඉදිකර ඇත්තේ කුමන ගොඩනැගිල්ලක ආකෘතියටද?",මඟුල් මඩුව,පොළොන්නරු මාලිගය,සීගිරි මාලිගය,අනුරාධපුර ගොඩනැගිලි,A,සාමාන්‍ය දැනුම
" 'මනරම් තැන්න' කතා මාලාව රචනා කළේ කවුද?",ශ්‍රී ලංකා ගුවන් විදුලි සංස්ථාව,මුදලිනායක සෝමරත්න,මාර්ටින් වික්‍රමසංහ,මහගම සේකර,A,සාමාන්‍ය දැනුම
" 'මුනිසිරිපා අජබිවම්...' ගීතය ගායනා කරන්නේ කවුද?",මොහිදීන් බෙග්,ඩබ්ලිව්.ඩී. අමරදේව,වික්ටර් රත්නායක,ටී.එම්. ජයරත්න,A,සාමාන්‍ය දැනුම
"මයිකල් ජැක්සන් ප්‍රසිද්ධ වූ නැටුම් විලාසය කුමක්ද?",මූන් වෝක්,හිප් හොප්,බ්‍රේක් ඩාන්ස්,සල්සා,A,සාමාන්‍ය දැනුම
"ලුම්බිණියේ පිහිටි මායා දේවිය දරුවා බිහි කරන කැටයම අයත් වන්නේ කුමන කලා සම්ප්‍රදායටද?",ඉන්දීය සම්ප්‍රදාය,ග්‍රීක,ඊජිප්තු,පර්සියානු,A,සාමාන්‍ය දැනුම
"ස්තූපයක ඇති සතුන් හතර දෙනා කවුද?",ඇතා,අශ්වයා,සිංහයා,ගවයා,A,සාමාන්‍ය දැනුම
"අජන්තා එල්ලෝරා ලෙන් පිහිටා ඇත්තේ කුමන රටේද?",ඉන්දියාවේ,ශ්‍රී ලංකාවේ,නේපාලයේ,පකිස්ථානයේ,A,සාමාන්‍ය දැනුම
" 'The Light of Asia' ලියුවේ කවුද?",එඩ්වින් ආර්නෝල්ඩ්,මාර්ටින් වික්‍රමසංහ,රබීන්ද්‍රනාත් තාගෝර්,චාල්ස් ඩිකන්ස්,A,සාමාන්‍ය දැනුම
" 'මළවුන්ගේ අවුරුදු දා' නවකතාව රචනා කළේ කවුද?",එදිරිවීර සරච්චන්ද්‍ර,මාර්ටින් වික්‍රමසංහ,කේ. ජයතිලක,ඩබ්ලිව්.ඒ. ද සිල්වා,A,සාමාන්‍ය දැනුම
" 'ගුත්තිල කාව්‍යය' රචනා කළේ කවුද?",වෙත්තෑවේ හිමි,තොටගමුවේ රාහුල හිමි,මහානාම හිමි,පී.බී. අල්විස් පෙරේරා,A,සාමාන්‍ය දැනුම
" 'ඇලෙක්සැන්ඩ්‍රියා පුස්තකාලය' පිහිටා තිබුණේ කොහේද?",ඊජිප්තුවේ,ග්‍රීසියේ,රෝමයේ,ඉන්දියාවේ,A,සාමාන්‍ය දැනුම
" 'රොබින්සන් කෲසෝ' කතාවේ ප්‍රධාන චරිතය තනිවන්නේ කොහේද?",පාළු දූපතක,කැලෑවක,මුහුදේ,කාන්තාරයක,A,සාමාන්‍ය දැනුම
" 'දැන් ඉතින් දුවන්න මගේ දුව...' ගීතය ගායනා කරන්නේ කවුද?",නන්දා මාලිනී,වික්ටර් රත්නායක,ටී.එම්. ජයරත්න,ඩබ්ලිව්.ඩී. අමරදේව,A,සාමාන්‍ය දැනුම
"කලා වැව අසල පිහිටි යෝධ ශෛලමය ප්‍රතිමාව කුමක්ද?",අවුකන බුද්ධ ප්‍රතිමාව,සමාධි ප්‍රතිමාව,මාරාවේශ ප්‍රතිමාව,හිටි පිළිමය,A,සාමාන්‍ය දැනුම
"දියමන්ති බහුලවම හමුවන මහාද්වීපය කුමක්ද?",අප්‍රිකාව,ආසියාව,යුරෝපය,ඇමරිකාව,A,සාමාන්‍ය දැනුම
"ලංකාවේ පැරණිතම ඇනිමේෂන් චිත්‍රපටිය කුමක්ද?",දූතයා,රේඛාව,සන්දේශය,මනමේ,A,සාමාන්‍ය දැනුම
" 'වර්ෂාව' චිත්‍රපටයේ අධ්‍යක්ෂකවරයා කවුද?",ලෙස්ටර් ජේම්ස් පීරිස්,ප්‍රසන්න විතානගේ,ධර්මසිරි බණ්ඩාරනායක,සුමිත්‍රා පීරිස්,A,සාමාන්‍ය දැනුම
" 'නිධානය' චිත්‍රපටයේ ප්‍රධාන නළුවා කවුද?",ගාමිණී ෆොන්සේකා,විජය කුමාරතුංග,ජෝ අබේවික්‍රම,ටෝනි රණසිංහ,A,සාමාන්‍ය දැනුම
"බතික් (Batik) කලාව ලංකාවට පැමිණියේ කුමන රටින්ද?",ඉන්දුනීසියාව,ඉන්දියාව,චීනය,ජපානය,A,සාමාන්‍ය දැනුම
"ජපන් ජාතිකයින් මල් සැකසීමේ කලාව හඳුන්වන්නේ කෙසේද?",ඉකබානා,ඔරිගාමි,කැලිග්‍රැෆි,ටයිචි,A,සාමාන්‍ය දැනුම
" 'ඔරිගාමි' (Origami) යනු කුමක්ද?",කඩදාසි නැවීමේ කලාව,චිත්‍ර කලාව,සංගීත කලාව,මූර්ති කලාව,A,සාමාන්‍ය දැනුම
"ලෝකයේ විශාලතම කෞතුකාගාරය වන 'ලූවර්' කෞතුකාගාරය පිහිටා ඇත්තේ කොහේද?",පැරිස්,ලන්ඩන්,නිව්යෝර්ක්,රෝමය,A,සාමාන්‍ය දැනුම
"ඊජිප්තුවේ පිරමීඩ ඉදිරිපිට ඇති සිංහ රූපය හඳුන්වන්නේ කෙසේද?",ස්පින්ක්ස්,පැන්තර්,ග්‍රිෆින්,ඩ්‍රැගන්,A,සාමාන්‍ය දැනුම
" 'මුතු ඇටය' (The Pearl) කෘතිය ලියූ නොබෙල් සම්මානලාභී කතුවරයා කවුද?",ජෝන් ස්ටේන්බෙක්,චාල්ස් ඩිකන්ස්,මාර්ක් ට්වේන්,ජේ.කේ. රෝලින්,A,සාමාන්‍ය දැනුම
"රුසියානු සාහිත්‍යයේ 'කෙටි කතාවේ පියා' ලෙස සැලකෙන්නේ කවුද?",ඇන්ටන් චෙකොව්,ලියෝ ටෝල්ස්ටෝයි,ෆියෝඩර් දොස්තයෙව්ස්කි,මැක්සිම් ගෝර්කි,A,සාමාන්‍ය දැනුම
" 'අම්බලම් පිනා' කවිය අයත් වන්නේ කුමන සාහිත්‍ය වර්ගයටද?",ජන කවි,පන්සල් කවි,පැල් කවි,පාරු කවි,A,සාමාන්‍ය දැනුම
"ලංකාවේ ප්‍රථම වර්ණ චිත්‍රපටය කුමක්ද?",රන්මුතු දූව,කඩවුණු පොරොන්දුව,අශෝකමාලා,රේඛාව,A,සාමාන්‍ය දැනුම
" 'තුන් මං හන්දිය' චිත්‍රපටය අධ්‍යක්ෂණය කළේ කවුද?",මහගම සේකර,ලෙස්ටර් ජේම්ස් පීරිස්,ප්‍රසන්න විතානගේ,ධර්මසිරි බණ්ඩාරනායක,A,සාමාන්‍ය දැනුම
"බුද්ධ චරිතයේ සිදුවීම් නිරූපණය කරන වන්නම් ගණන කීයද?",18,10,12,20,A,සාමාන්‍ය දැනුම
"උඩරට නැටුම් ඇඳුම් කට්ටලය හඳුන්වන්නේ කුමන නමකින්ද?",වෙස් ඇඳුම් කට්ටලය,රාජකීය ඇඳුම්,නර්තන ඇඳුම්,උඩරට ඇඳුම්,A,සාමාන්‍ය දැනුම
"ජන කවියේ එන 'පැල් කවි' ගායනා කරන්නේ කුමන අවස්ථාවකදීද?",පැල් රකින විට,කරත්තයේ යන විට,ඔරුවේ යන විට,දරුවන් නළවන විට,A,සාමාන්‍ය දැනුම
" 'කරත්ත කවි' ගායනා කරන්නේ කුමන අවස්ථාවකදීද?",කරත්තයේ ගමන් යන විට,පැල් රකින විට,ඔරුවේ යන විට,දරුවන් නළවන විට,A,සාමාන්‍ය දැනුම
" 'පාරු කවි' ගායනා කරන්නේ කවුද?",ඔරු පාරු පදින්නන්,පැල් රකින අය,ගොවීන්,දරුවන් නළවන මව්වරුන්,A,සාමාන්‍ය දැනුම
"දරුවන් නැලවීමට ගායනා කරන කවි වර්ගය කුමක්ද?",නැළවිලි ගී,ජන කවි,පැල් කවි,පාරු කවි,A,සාමාන්‍ය දැනුම
" 'රන්වන් කරල් සැරසිලි...' ගීතය ගායනා කරන්නේ කවුද?",සී.ටී. ප්‍රනාන්දු,ටී.එම්. ජයරත්න,වික්ටර් රත්නායක,ඩබ්ලිව්.ඩී. අමරදේව,A,සාමාන්‍ය දැනුම
"ලෝක ප්‍රකට 'ස්ටැචූ ඔෆ් ලිබර්ටි' ප්‍රතිමාව ඇමරිකාවට තෑගි කළේ කුමන රටද?",ප්‍රංශය,එංගලන්තය,ජර්මනිය,ඉතාලිය,A,සාමාන්‍ය දැනුම
"ග්‍රීක නාට්‍ය කලාවේ ශෝකාන්ත නාට්‍ය හඳුන්වන්නේ කෙසේද?",රැජඩි,කොමඩි,මියුසිකල්,ඩ්‍රාමා,A,සාමාන්‍ය දැනුම
" 'වෙස් මුහුණු' කලාවට ප්‍රසිද්ධ ලංකාවේ ප්‍රදේශය කුමක්ද?",අම්බලන්ගොඩ,බලපිටිය,හික්කඩුව,ගාල්ල,A,සාමාන්‍ය දැනුම
"ලංකාවේ සාම්ප්‍රදායික රූකඩ කලාවට ප්‍රසිද්ධ ප්‍රදේශය කුමක්ද?",අම්බලන්ගොඩ,බලපිටිය,හික්කඩුව,ගාල්ල,A,සාමාන්‍ය දැනුම
" 'බ්‍රේල්' (Braille) ක්‍රමය භාවිතා කරන්නේ කා සඳහාද?",දෘශ්‍යාබාධිත අය සඳහා,කතා කළ නොහැකි අය,ශ්‍රවණාබාධිත අය,සාමාන්‍ය අය,A,සාමාන්‍ය දැනුම
"සංඥා භාෂාව (Sign Language) භාවිතා කරන්නේ කා සඳහාද?",බිහිරි අය සඳහා,දෘශ්‍යාබාධිත අය,කතා කළ හැකි අය,සාමාන්‍ය අය,A,සාමාන්‍ය දැනුම
"සිංහල සාහිත්‍යයේ 'පංච මහා කාව්‍ය' වලින් එකක් නම් කරන්න.",කාව්‍යසේකරය,පන්සිය පනස් ජාතකය,මහාවංශය,සැළලිහිණි සංදේශය,A,සාමාන්‍ය දැනුම
"ලෝකයේ වැඩිම චිත්‍රපට ගණනක් නිපදවන රට කුමක්ද?",ඉන්දියාව,ඇමරිකාව,චීනය,ජපානය,A,සාමාන්‍ය දැනුම
"හොලිවුඩ් (Hollywood) පිහිටා ඇත්තේ කුමන රටේද?",ඇමරිකාවේ,එංගලන්තයේ,ප්‍රංශයේ,කැනඩාවේ,A,සාමාන්‍ය දැනුම
"බොලිවුඩ් (Bollywood) යනු කුමන රටේ සිනමාවද?",ඉන්දියාවේ,පකිස්ථානයේ,බංග්ලාදේශයේ,නේපාලයේ,A,සාමාන්‍ය දැනුම
" 'කාන් චිත්‍රපට උළෙල' (Cannes Film Festival) පවත්වන්නේ කුමන රටේද?",ප්‍රංශයේ,ඉතාලියේ,ජර්මනියේ,ස්පාඤ්ඤයේ,A,සාමාන්‍ය දැනුම
"සාහිත්‍ය මාසය ලෙස සැලකෙන්නේ කුමන මාසයද?",සැප්තැම්බර්,ඔක්තෝම්බර්,නොවැම්බර්,අගෝස්තු,A,සාමාන්‍ය දැනුම
